next,productId,year,month,units,avg,count,max,min,prev
134,925,2017,3,144,12,12,48,2,143
112,925,2017,4,134,13,10,72,2,144
74,925,2017,5,112,11,10,24,6,134
260,925,2017,6,74,14,5,36,2,112
107,925,2017,7,260,43,6,144,2,74
69,925,2017,8,107,11,9,24,5,260
331,925,2017,9,69,11,6,36,2,107
110,925,2017,10,331,41,8,252,4,69
6,926,2017,1,54,18,3,36,6,28
18,926,2017,2,6,6,1,6,6,54
464,926,2017,3,18,6,3,6,6,6
229,926,2017,4,464,38,12,72,6,18
276,926,2017,5,229,28,8,42,1,464
246,926,2017,6,276,30,9,72,6,229
202,926,2017,7,246,41,6,114,6,276
174,926,2017,8,202,40,5,78,4,246
102,926,2017,9,174,29,6,42,12,202
108,926,2017,10,102,17,6,72,6,174
87,932,2017,1,26,4,6,14,1,121
19,932,2017,2,87,14,6,49,4,26
32,932,2017,3,19,6,3,12,1,87
80,932,2017,4,32,5,6,12,1,19
38,932,2017,5,80,7,11,30,1,32
35,932,2017,6,38,6,6,14,1,80
19,932,2017,7,35,11,3,17,1,38
9,932,2017,8,19,2,8,10,1,35
79,932,2017,9,9,4,2,6,3,19
14,932,2017,10,79,15,5,72,1,9
29,933,2017,1,14,2,6,4,1,21
18,933,2017,2,29,5,5,10,3,14
18,933,2017,3,18,9,2,12,6,29
41,933,2017,4,18,3,5,6,2,18
33,933,2017,5,41,4,9,18,1,18
12,933,2017,6,33,4,7,15,1,41
10,933,2017,7,12,4,3,10,1,33
2,933,2017,8,10,3,3,6,1,12
3,933,2017,9,2,2,1,2,2,10
20,933,2017,10,3,1,3,1,1,2
57,934,2017,1,19,3,6,7,1,41
95,934,2017,2,57,9,6,24,1,19
35,934,2017,3,95,11,8,29,1,57
31,934,2017,4,35,5,6,14,1,95
43,934,2017,5,31,3,9,12,1,35
31,934,2017,6,43,8,5,24,1,31
19,934,2017,7,31,7,4,11,5,43
45,934,2017,8,19,3,6,10,1,31
42,934,2017,9,45,9,5,21,2,19
61,934,2017,10,42,4,9,16,1,45
38,935,2017,1,12,3,4,6,1,37
31,935,2017,2,38,6,6,12,1,12
29,935,2017,3,31,6,5,12,1,38
14,935,2017,4,29,4,6,16,1,31
31,935,2017,5,14,2,5,5,1,29
11,935,2017,6,31,6,5,12,1,14
8,935,2017,7,11,2,4,5,1,31
2,935,2017,8,8,2,3,4,1,11
18,935,2017,9,2,2,1,2,2,8
27,935,2017,10,18,3,6,10,1,2
277,938,2017,1,89,9,9,13,4,288
141,938,2017,2,277,25,11,153,1,89
325,938,2017,3,141,12,11,42,1,277
314,938,2017,4,325,20,16,132,2,141
835,938,2017,5,314,18,17,156,1,325
243,938,2017,6,835,49,17,576,2,314
1002,938,2017,7,243,22,11,144,1,835
671,938,2017,8,1002,66,15,824,2,243
206,938,2017,9,671,51,13,504,1,1002
718,938,2017,10,206,14,14,48,1,671
39,939,2017,1,15,2,6,6,1,52
13,939,2017,2,39,6,6,24,1,15
88,939,2017,3,13,6,2,12,1,39
58,939,2017,4,88,9,9,12,2,13
92,939,2017,5,58,7,8,12,1,88
17,939,2017,6,92,18,5,72,1,58
49,939,2017,7,17,4,4,12,1,92
148,939,2017,8,49,8,6,12,2,17
160,939,2017,9,148,10,14,72,1,49
489,939,2017,10,160,14,11,60,1,148
104,940,2017,1,208,29,7,108,1,322
87,940,2017,2,104,17,6,72,1,208
34,940,2017,3,87,29,3,73,2,104
34,940,2017,4,34,5,6,12,1,87
37,940,2017,5,34,6,5,12,2,34
19,940,2017,6,37,9,4,12,1,34
4,940,2017,7,19,4,4,12,2,37
677,940,2017,8,4,1,3,2,1,19
23,940,2017,9,677,75,9,624,1,4
28,940,2017,10,23,2,9,12,1,677
87,941,2017,1,101,9,11,24,1,193
127,941,2017,2,87,9,9,24,1,101
155,941,2017,3,127,9,13,36,1,87
154,941,2017,4,155,14,11,36,1,127
169,941,2017,5,154,10,15,24,1,155
94,941,2017,6,169,28,6,96,1,154
89,941,2017,7,94,9,10,24,1,169
913,941,2017,8,89,9,9,24,1,94
54,941,2017,9,913,114,8,774,2,89
638,941,2017,10,54,6,9,12,1,913
125,942,2017,1,130,18,7,72,3,80
95,942,2017,2,125,13,9,72,1,130
51,942,2017,3,95,10,9,24,1,125
31,942,2017,4,51,4,11,12,1,95
585,942,2017,5,31,7,4,12,1,51
9,942,2017,6,585,117,5,576,1,31
631,942,2017,7,9,3,3,6,1,585
38,942,2017,8,631,70,9,576,1,9
65,942,2017,9,38,5,7,12,1,631
97,942,2017,10,65,6,10,37,1,38
160,943,2017,1,464,46,10,146,6,695
535,943,2017,2,160,12,13,36,1,464
251,943,2017,3,535,59,9,432,1,160
124,943,2017,4,251,16,15,144,1,535
72,943,2017,5,124,13,9,36,1,251
63,943,2017,6,72,6,11,18,1,124
64,943,2017,7,63,7,9,12,2,72
726,943,2017,8,64,16,4,24,3,63
162,943,2017,9,726,60,12,624,1,64
179,943,2017,10,162,10,15,38,1,726
238,944,2017,1,220,14,15,48,1,213
379,944,2017,2,238,18,13,144,1,220
166,944,2017,3,379,22,17,156,2,238
327,944,2017,4,166,10,16,36,1,379
1398,944,2017,5,327,29,11,144,6,166
157,944,2017,6,1398,93,15,1092,1,327
225,944,2017,7,157,10,15,24,1,1398
1314,944,2017,8,225,16,14,51,1,157
224,944,2017,9,1314,77,17,624,1,225
366,944,2017,10,224,14,16,49,1,1314
332,945,2017,1,11,5,2,7,4,4
393,945,2017,2,332,33,10,96,8,11
375,945,2017,3,393,23,17,122,1,332
510,945,2017,4,375,23,16,48,2,393
283,945,2017,5,510,39,13,200,4,375
329,945,2017,6,283,25,11,73,1,510
99,945,2017,7,329,29,11,200,1,283
4,945,2017,8,99,12,8,24,6,329
12,945,2017,9,4,1,3,2,1,99
32,945,2017,10,12,4,3,6,1,4
12,946,2017,1,508,46,11,120,4,368
4,946,2017,2,12,12,1,12,12,508
24,946,2017,3,4,4,1,4,4,12
1,946,2017,4,24,12,2,12,12,4
12,946,2017,5,1,1,1,1,1,24
14,946,2017,6,12,12,1,12,12,1
3,946,2017,7,14,4,3,12,1,12
12,946,2017,8,3,3,1,3,3,14
49,946,2017,9,12,12,1,12,12,3
6,946,2017,10,49,7,7,13,1,12
96,947,2017,1,421,42,10,72,1,312
49,947,2017,2,96,32,3,72,12,421
46,947,2017,3,49,12,4,24,1,96
25,947,2017,4,46,9,5,12,4,49
34,947,2017,5,25,8,3,12,1,46
36,947,2017,6,34,6,5,12,3,25
52,947,2017,7,36,18,2,24,12,34
120,947,2017,8,52,10,5,24,1,36
159,947,2017,9,120,15,8,36,12,52
92,947,2017,10,159,11,14,25,1,120
12,950,2017,1,553,46,12,216,1,268
36,950,2017,2,12,12,1,12,12,553
81,950,2017,3,36,12,3,12,12,12
25,950,2017,4,81,13,6,24,3,36
36,950,2017,5,25,8,3,12,1,81
25,950,2017,6,36,12,3,12,12,25
18,950,2017,7,25,12,2,24,1,36
96,950,2017,8,18,6,3,12,3,25
110,950,2017,9,96,12,8,12,12,18
94,950,2017,10,110,7,14,13,1,96
12,951,2017,1,230,32,7,72,2,266
12,951,2017,2,12,12,1,12,12,230
27,951,2017,3,12,12,1,12,12,12
300,951,2017,4,27,9,3,12,3,12
16,951,2017,5,300,150,2,288,12,27
61,951,2017,6,16,5,3,12,1,300
3,951,2017,7,61,12,5,24,1,16
48,951,2017,8,3,3,1,3,3,61
5,951,2017,9,48,24,2,36,12,3
25,951,2017,10,5,1,3,3,1,48
34,952,2017,1,17,2,7,6,1,109
102,952,2017,2,34,5,6,24,1,17
69,952,2017,3,102,7,13,36,1,34
218,952,2017,4,69,7,9,30,1,102
40,952,2017,5,218,16,13,151,1,69
107,952,2017,6,40,4,9,9,1,218
51,952,2017,7,107,6,16,36,1,40
358,952,2017,8,51,4,11,8,2,107
159,952,2017,9,358,17,21,144,1,51
268,952,2017,10,159,8,18,24,2,358
95,953,2017,1,241,21,11,144,1,548
462,953,2017,2,95,6,14,24,1,241
198,953,2017,3,462,30,15,216,1,95
421,953,2017,4,198,15,13,36,1,462
100,953,2017,5,421,38,11,300,1,198
243,953,2017,6,100,9,11,18,1,421
308,953,2017,7,243,17,14,43,2,100
838,953,2017,8,308,20,15,104,1,243
924,953,2017,9,838,39,21,228,1,308
1102,953,2017,10,924,40,23,166,1,838
54,954,2017,1,34,4,8,6,1,61
32,954,2017,2,54,7,7,18,1,34
74,954,2017,3,32,4,7,6,1,54
78,954,2017,4,74,10,7,24,6,32
238,954,2017,5,78,6,12,13,3,74
143,954,2017,6,238,21,11,100,1,78
7,954,2017,7,143,14,10,100,1,238
85,954,2017,8,7,3,2,6,1,143
102,954,2017,9,85,7,12,16,1,7
131,954,2017,10,102,6,16,15,1,85
157,955,2017,1,240,24,10,146,2,135
805,955,2017,2,157,13,12,24,1,240
677,955,2017,3,805,47,17,588,1,157
790,955,2017,4,677,39,17,312,1,805
396,955,2017,5,790,49,16,291,1,677
694,955,2017,6,396,36,11,288,1,790
556,955,2017,7,694,86,8,588,2,396
729,955,2017,8,556,50,11,432,2,694
802,955,2017,9,729,38,19,288,1,556
1358,955,2017,10,802,40,20,473,2,729
102,956,2017,1,50,5,9,13,1,186
90,956,2017,2,102,11,9,24,1,50
183,956,2017,3,90,15,6,36,2,102
367,956,2017,4,183,20,9,84,1,90
197,956,2017,5,367,28,13,144,1,183
264,956,2017,6,197,16,12,52,1,367
132,956,2017,7,264,15,17,48,1,197
205,956,2017,8,132,13,10,36,2,264
390,956,2017,9,205,10,19,29,2,132
552,956,2017,10,390,16,23,72,1,205
44,957,2017,1,54,9,6,12,2,19
60,957,2017,2,44,8,5,12,3,54
46,957,2017,3,60,10,6,20,1,44
72,957,2017,4,46,15,3,24,10,60
28,957,2017,5,72,18,4,24,12,46
7,957,2017,6,28,7,4,12,1,72
39,957,2017,7,7,1,5,2,1,28
31,957,2017,8,39,13,3,24,3,7
22,957,2017,9,31,7,4,12,2,39
49,957,2017,10,22,3,7,6,2,31
29,959,2017,1,37,4,8,7,1,7
485,959,2017,2,29,4,7,6,1,37
229,959,2017,3,485,40,12,433,1,29
80,959,2017,4,229,28,8,150,1,485
14,959,2017,5,80,5,14,12,1,229
23,959,2017,6,14,3,4,6,1,80
10,959,2017,7,23,3,6,12,1,14
8,959,2017,8,10,3,3,6,1,23
2,959,2017,9,8,2,3,6,1,10
25,959,2017,10,2,2,1,2,2,8
120,962,2017,1,164,16,10,56,1,101
213,962,2017,2,120,13,9,27,1,164
226,962,2017,3,213,17,12,51,2,120
852,962,2017,4,226,20,11,53,1,213
148,962,2017,5,852,77,11,576,1,226
217,962,2017,6,148,13,11,48,2,852
106,962,2017,7,217,13,16,48,1,148
174,962,2017,8,106,8,13,24,1,217
111,962,2017,9,174,11,15,38,2,106
108,962,2017,10,111,7,15,28,1,174
144,963,2017,1,205,17,12,54,3,131
153,963,2017,2,144,16,9,48,1,205
282,963,2017,3,153,11,13,42,1,144
981,963,2017,4,282,18,15,53,1,153
160,963,2017,5,981,81,12,607,2,282
293,963,2017,6,160,10,16,48,1,981
168,963,2017,7,293,15,19,48,1,160
237,963,2017,8,168,12,14,25,1,293
134,963,2017,9,237,14,16,50,2,168
136,963,2017,10,134,8,16,27,1,237
117,964,2017,1,87,8,10,26,1,113
153,964,2017,2,117,14,8,25,2,87
232,964,2017,3,153,10,14,32,1,117
182,964,2017,4,232,19,12,52,1,153
151,964,2017,5,182,15,12,49,1,232
176,964,2017,6,151,10,15,48,1,182
85,964,2017,7,176,13,13,48,1,151
178,964,2017,8,85,9,9,24,1,176
103,964,2017,9,178,11,16,32,1,85
114,964,2017,10,103,6,16,29,1,178
98,965,2017,1,70,14,5,24,4,78
111,965,2017,2,98,14,7,30,2,70
134,965,2017,3,111,12,9,31,2,98
682,965,2017,4,134,16,8,48,1,111
88,965,2017,5,682,56,12,576,1,134
95,965,2017,6,88,8,11,25,1,682
140,965,2017,7,95,9,10,25,1,88
153,965,2017,8,140,12,11,41,2,95
88,965,2017,9,153,11,13,33,1,140
146,965,2017,10,88,7,12,24,1,153
82,966,2017,1,54,6,9,12,2,90
153,966,2017,2,82,10,8,48,1,54
30,966,2017,3,153,10,14,48,1,82
66,966,2017,4,30,4,7,12,1,153
181,966,2017,5,66,5,12,12,1,30
103,966,2017,6,181,25,7,144,1,66
67,966,2017,7,103,9,11,14,1,181
90,966,2017,8,67,6,11,19,1,103
40,966,2017,9,90,8,11,24,1,67
100,966,2017,10,40,4,10,15,1,90
23,968,2017,1,8,2,4,4,1,21
15,968,2017,2,23,4,5,18,1,8
10,968,2017,3,15,3,5,8,1,23
17,968,2017,4,10,3,3,7,1,15
20,968,2017,5,17,2,7,6,1,10
136,968,2017,6,20,6,3,12,4,17
126,968,2017,7,136,11,12,60,1,20
68,968,2017,8,126,14,9,60,1,136
62,968,2017,9,68,8,8,24,1,126
107,968,2017,10,62,5,11,26,1,68
13,969,2017,1,152,25,6,114,1,19
29,969,2017,2,13,2,6,5,1,152
11,969,2017,3,29,4,6,18,1,13
17,969,2017,4,11,2,5,4,1,29
21,969,2017,5,17,2,8,6,1,11
54,969,2017,6,21,3,7,8,1,17
8,969,2017,7,54,10,5,32,2,21
110,969,2017,8,8,1,6,2,1,54
13,969,2017,9,110,12,9,64,1,8
14,969,2017,10,13,2,6,5,1,110
135,970,2017,1,41,3,12,12,1,97
207,970,2017,2,135,7,17,24,1,41
194,970,2017,3,207,10,19,48,1,135
259,970,2017,4,194,11,17,27,1,207
314,970,2017,5,259,14,18,62,1,194
301,970,2017,6,314,14,21,50,1,259
272,970,2017,7,301,20,15,72,2,314
163,970,2017,8,272,16,17,37,2,301
119,970,2017,9,163,12,13,36,1,272
92,970,2017,10,119,8,14,24,1,163
219,971,2017,1,173,11,15,60,1,254
189,971,2017,2,219,13,16,49,1,173
286,971,2017,3,189,9,19,36,1,219
240,971,2017,4,286,17,16,146,1,189
361,971,2017,5,240,11,21,57,2,286
146,971,2017,6,361,19,19,144,1,240
310,971,2017,7,146,10,14,25,2,361
251,971,2017,8,310,16,19,72,1,146
708,971,2017,9,251,11,21,37,1,310
240,971,2017,10,708,37,19,384,1,251
60,974,2017,1,35,3,10,7,1,89
76,974,2017,2,60,6,9,24,1,35
86,974,2017,3,76,5,14,13,1,60
91,974,2017,4,86,7,11,42,1,76
104,974,2017,5,91,6,14,14,2,86
279,974,2017,6,104,13,8,72,2,91
115,974,2017,7,279,18,15,144,1,104
98,974,2017,8,115,10,11,36,2,279
125,974,2017,9,98,5,17,12,1,115
137,974,2017,10,125,6,18,32,1,98
7,975,2017,1,7,3,2,6,1,27
28,975,2017,2,7,2,3,4,1,7
23,975,2017,3,28,3,8,8,1,7
73,975,2017,4,23,3,6,4,3,28
14,975,2017,5,73,6,11,24,1,23
26,975,2017,6,14,2,6,4,1,73
12,975,2017,7,26,3,7,9,1,14
17,975,2017,8,12,3,4,4,1,26
46,975,2017,9,17,3,5,12,1,12
20,975,2017,10,46,9,5,35,1,17
161,976,2017,1,425,28,15,252,2,543
683,976,2017,2,161,16,10,26,1,425
226,976,2017,3,683,48,14,240,3,161
650,976,2017,4,226,22,10,84,1,683
331,976,2017,5,650,34,19,276,2,226
425,976,2017,6,331,25,13,60,12,650
472,976,2017,7,425,28,15,109,3,331
795,976,2017,8,472,33,14,240,2,425
864,976,2017,9,795,33,24,110,1,472
1375,976,2017,10,864,37,23,121,1,795
691,977,2017,1,604,30,20,252,2,2114
1344,977,2017,2,691,40,17,422,1,604
1252,977,2017,3,1344,67,20,304,3,691
961,977,2017,4,1252,78,16,572,1,1344
891,977,2017,5,961,45,21,280,12,1252
742,977,2017,6,891,49,18,264,1,961
1939,977,2017,7,742,33,22,133,3,891
3000,977,2017,8,1939,114,17,700,1,742
3251,977,2017,9,3000,115,26,852,3,1939
3004,977,2017,10,3251,130,25,1565,12,3000
364,978,2017,1,172,28,6,96,2,142
912,978,2017,2,364,33,11,60,8,172
101,978,2017,3,912,57,16,602,4,364
583,978,2017,4,101,10,10,24,1,912
272,978,2017,5,583,48,12,337,3,101
318,978,2017,6,272,18,15,72,1,583
251,978,2017,7,318,19,16,48,1,272
564,978,2017,8,251,16,15,48,2,318
362,978,2017,9,564,35,16,336,1,251
213,978,2017,10,362,24,15,48,1,564
384,979,2017,1,448,49,9,288,3,59
283,979,2017,2,384,96,4,288,24,448
186,979,2017,3,283,25,11,72,1,384
337,979,2017,4,186,23,8,48,6,283
311,979,2017,5,337,28,12,50,1,186
480,979,2017,6,311,31,10,144,1,337
94,979,2017,7,480,40,12,336,1,311
642,979,2017,8,94,13,7,24,3,480
557,979,2017,9,642,45,14,312,1,94
204,979,2017,10,557,39,14,312,1,642
266,980,2017,1,445,40,11,288,2,244
1258,980,2017,2,266,38,7,144,2,445
243,980,2017,3,1258,74,17,591,1,266
737,980,2017,4,243,20,12,48,1,1258
1181,980,2017,5,737,46,16,298,2,243
855,980,2017,6,1181,107,11,578,3,737
546,980,2017,7,855,61,14,339,1,1181
366,980,2017,8,546,39,14,240,2,855
362,980,2017,9,366,24,15,98,4,546
402,980,2017,10,362,21,17,72,1,366
35,981,2017,1,6,2,3,3,1,5
41,981,2017,2,35,3,9,12,2,6
127,981,2017,3,41,5,8,12,1,35
232,981,2017,4,127,7,16,36,1,41
128,981,2017,5,232,12,18,84,1,127
71,981,2017,6,128,6,20,28,1,232
76,981,2017,7,71,5,12,12,1,128
11,981,2017,8,76,6,12,13,1,71
15,981,2017,9,11,1,9,2,1,76
6,981,2017,10,15,3,5,6,1,11
57,982,2017,1,4,2,2,2,2,12
46,982,2017,2,57,9,6,12,2,4
57,982,2017,3,46,7,6,12,1,57
44,982,2017,4,57,8,7,34,1,46
69,982,2017,5,44,6,7,24,1,57
35,982,2017,6,69,11,6,25,2,44
37,982,2017,7,35,8,4,12,1,69
28,982,2017,8,37,4,8,16,2,35
9,982,2017,9,28,9,3,14,2,37
1,982,2017,10,9,2,4,4,1,28
75,984,2017,1,21,5,4,12,2,24
12,984,2017,2,75,10,7,24,1,21
29,984,2017,3,12,12,1,12,12,75
74,984,2017,4,29,7,4,24,1,12
85,984,2017,5,74,6,11,17,3,29
58,984,2017,6,85,10,8,30,2,74
75,984,2017,7,58,5,11,12,1,85
87,984,2017,8,75,6,11,16,1,58
33,984,2017,9,87,7,12,40,1,75
38,984,2017,10,33,4,8,12,1,87
670,985,2017,1,587,32,18,116,1,730
1539,985,2017,2,670,35,19,200,1,587
584,985,2017,3,1539,76,20,530,1,670
884,985,2017,4,584,29,20,211,1,1539
762,985,2017,5,884,42,21,130,3,584
495,985,2017,6,762,42,18,130,2,884
950,985,2017,7,495,23,21,103,1,762
964,985,2017,8,950,45,21,200,6,495
500,985,2017,9,964,41,23,222,1,950
699,985,2017,10,500,23,21,141,1,964
585,986,2017,1,750,53,14,220,5,500
1643,986,2017,2,585,34,17,110,3,750
413,986,2017,3,1643,74,22,432,1,585
1004,986,2017,4,413,21,19,110,1,1643
857,986,2017,5,1004,50,20,210,1,413
848,986,2017,6,857,42,20,163,1,1004
946,986,2017,7,848,36,23,301,1,857
754,986,2017,8,946,37,25,217,1,848
688,986,2017,9,754,31,24,206,1,946
667,986,2017,10,688,31,22,340,1,754
395,987,2017,1,213,14,15,50,2,384
583,987,2017,2,395,24,16,108,2,213
126,987,2017,3,583,29,20,170,1,395
320,987,2017,4,126,9,13,27,2,583
660,987,2017,5,320,16,20,110,1,126
404,987,2017,6,660,36,18,210,1,320
457,987,2017,7,404,21,19,120,2,660
1119,987,2017,8,457,22,20,100,1,404
219,987,2017,9,1119,50,22,131,2,457
539,987,2017,10,219,9,22,31,2,1119
971,988,2017,1,759,42,18,150,1,427
1175,988,2017,2,971,48,20,205,5,759
547,988,2017,3,1175,55,21,210,2,971
968,988,2017,4,547,28,19,108,6,1175
834,988,2017,5,968,40,24,161,5,547
882,988,2017,6,834,34,24,220,4,968
1445,988,2017,7,882,35,25,143,1,834
1036,988,2017,8,1445,55,26,153,2,882
1094,988,2017,9,1036,41,25,146,2,1445
1076,988,2017,10,1094,43,25,220,1,1036
18,989,2017,1,60,20,3,50,5,11
75,989,2017,2,18,4,4,10,1,60
146,989,2017,3,75,7,10,15,2,18
696,989,2017,4,146,9,16,36,1,75
470,989,2017,5,696,29,24,196,1,146
347,989,2017,6,470,27,17,97,1,696
267,989,2017,7,347,16,21,60,2,470
78,989,2017,8,267,16,16,40,1,347
80,989,2017,9,78,6,13,11,1,267
163,989,2017,10,80,4,19,16,1,78
23,990,2017,1,56,18,3,50,1,41
37,990,2017,2,23,4,5,10,1,56
145,990,2017,3,37,3,10,5,1,23
784,990,2017,4,145,12,12,56,1,37
507,990,2017,5,784,35,22,223,10,145
313,990,2017,6,507,24,21,102,1,784
193,990,2017,7,313,18,17,60,1,507
68,990,2017,8,193,12,15,30,1,313
73,990,2017,9,68,8,8,11,3,193
119,990,2017,10,73,5,13,20,1,68
86,991,2017,1,48,8,6,10,3,37
87,991,2017,2,86,12,7,32,1,48
107,991,2017,3,87,10,8,20,1,86
94,991,2017,4,107,13,8,40,1,87
208,991,2017,5,94,11,8,22,1,107
114,991,2017,6,208,18,11,100,1,94
68,991,2017,7,114,11,10,30,1,208
76,991,2017,8,68,9,7,22,2,114
52,991,2017,9,76,7,10,34,1,68
280,991,2017,10,52,4,11,10,1,76
77,992,2017,1,200,18,11,100,2,164
130,992,2017,2,77,6,12,20,1,200
79,992,2017,3,130,13,10,30,1,77
297,992,2017,4,79,7,10,20,1,130
164,992,2017,5,297,29,10,130,1,79
122,992,2017,6,164,11,14,30,3,297
89,992,2017,7,122,9,13,50,1,164
106,992,2017,8,89,8,10,21,1,122
76,992,2017,9,106,8,12,34,1,89
228,992,2017,10,76,6,12,24,1,106
191,993,2017,1,112,11,10,50,2,11
343,993,2017,2,191,12,15,50,1,112
492,993,2017,3,343,19,18,102,1,191
1185,993,2017,4,492,24,20,70,5,343
424,993,2017,5,1185,51,23,283,1,492
365,993,2017,6,424,20,21,111,1,1185
284,993,2017,7,365,16,22,138,1,424
105,993,2017,8,284,20,14,65,2,365
82,993,2017,9,105,11,9,65,1,284
35,993,2017,10,82,8,10,51,1,105
172,1000,2017,1,141,12,11,31,1,49
47,1000,2017,2,172,34,5,120,2,141
4,1000,2017,3,47,9,5,24,2,172
17,1000,2017,4,4,2,2,3,1,47
4,1000,2017,5,17,5,3,12,1,4
2,1000,2017,6,4,1,3,2,1,17
1,1000,2017,7,2,1,2,1,1,4
29,1000,2017,8,1,1,1,1,1,2
40,1000,2017,9,29,7,4,12,1,1
51,1000,2017,10,40,5,7,12,2,29
43,1003,2017,1,61,4,15,11,1,40
46,1003,2017,2,43,3,11,12,1,61
45,1003,2017,3,46,4,11,14,1,43
137,1003,2017,4,45,3,12,15,1,46
525,1003,2017,5,137,12,11,100,1,45
33,1003,2017,6,525,58,9,303,1,137
30,1003,2017,7,33,6,5,15,2,525
113,1003,2017,8,30,4,7,20,1,33
28,1003,2017,9,113,28,4,100,1,30
24,1003,2017,10,28,3,9,10,1,113
113,1004,2017,1,427,32,13,144,2,321
2445,1004,2017,2,113,18,6,29,4,427
156,1004,2017,3,2445,203,12,2184,6,113
137,1004,2017,4,156,22,7,48,12,2445
162,1004,2017,5,137,19,7,51,1,156
267,1004,2017,6,162,23,7,48,2,137
145,1004,2017,7,267,20,13,49,1,162
297,1004,2017,8,145,18,8,40,1,267
386,1004,2017,9,297,21,14,72,1,145
258,1004,2017,10,386,38,10,120,1,297
106,1007,2017,1,116,8,13,15,2,54
208,1007,2017,2,106,9,11,36,1,116
149,1007,2017,3,208,14,14,29,1,106
36,1007,2017,4,149,12,12,24,1,208
240,1007,2017,5,36,4,9,12,1,149
143,1007,2017,6,240,20,12,146,1,36
137,1007,2017,7,143,10,14,36,1,240
317,1007,2017,8,137,12,11,36,2,143
176,1007,2017,9,317,19,16,60,1,137
262,1007,2017,10,176,11,16,36,1,317
723,1008,2017,1,413,22,18,50,1,717
1177,1008,2017,2,723,36,20,125,2,413
1005,1008,2017,3,1177,49,24,312,2,723
741,1008,2017,4,1005,62,16,745,1,1177
1191,1008,2017,5,741,37,20,278,2,1005
1388,1008,2017,6,1191,54,22,240,2,741
1492,1008,2017,7,1388,81,17,720,1,1191
1860,1008,2017,8,1492,78,19,744,2,1388
465,1008,2017,9,1860,84,22,600,2,1492
719,1008,2017,10,465,23,20,100,1,1860
316,1009,2017,1,579,44,13,266,1,243
527,1009,2017,2,316,28,11,156,2,579
232,1009,2017,3,527,32,16,240,1,316
284,1009,2017,4,232,14,16,27,1,527
805,1009,2017,5,284,18,15,73,1,232
136,1009,2017,6,805,50,16,265,2,284
673,1009,2017,7,136,11,12,48,1,805
384,1009,2017,8,673,42,16,264,1,136
335,1009,2017,9,384,22,17,74,1,673
250,1009,2017,10,335,17,19,96,1,384
1450,1010,2017,1,707,41,17,174,2,1632
2604,1010,2017,2,1450,80,18,504,3,707
2502,1010,2017,3,2604,108,24,528,1,1450
3949,1010,2017,4,2502,119,21,1046,1,2604
1435,1010,2017,5,3949,197,20,2724,2,2502
2387,1010,2017,6,1435,68,21,444,1,3949
2227,1010,2017,7,2387,99,24,624,1,1435
2251,1010,2017,8,2227,111,20,792,4,2387
1405,1010,2017,9,2251,93,24,699,1,2227
1402,1010,2017,10,1405,58,24,673,1,2251
934,1011,2017,1,474,39,12,144,2,271
305,1011,2017,2,934,62,15,456,4,474
637,1011,2017,3,305,25,12,48,2,934
1025,1011,2017,4,637,42,15,108,1,305
207,1011,2017,5,1025,60,17,480,12,637
557,1011,2017,6,207,23,9,72,4,1025
183,1011,2017,7,557,42,13,121,1,207
667,1011,2017,8,183,18,10,36,2,557
868,1011,2017,9,667,41,16,96,12,183
309,1011,2017,10,868,57,15,432,12,667
572,1012,2017,1,386,35,11,144,2,384
1200,1012,2017,2,572,63,9,456,1,386
417,1012,2017,3,1200,109,11,480,24,572
718,1012,2017,4,417,32,13,96,1,1200
36,1012,2017,5,718,71,10,432,12,417
295,1012,2017,6,36,18,2,24,12,718
330,1012,2017,7,295,32,9,62,24,36
512,1012,2017,8,330,30,11,60,2,295
193,1012,2017,9,512,32,16,72,1,330
211,1012,2017,10,193,14,13,48,1,512
1442,1013,2017,1,378,47,8,144,2,539
358,1013,2017,2,1442,206,7,1296,2,378
1299,1013,2017,3,358,23,15,98,2,1442
833,1013,2017,4,1299,99,13,888,2,358
190,1013,2017,5,833,55,15,456,5,1299
263,1013,2017,6,190,19,10,48,2,833
376,1013,2017,7,263,23,11,60,1,190
377,1013,2017,8,376,22,17,48,1,263
308,1013,2017,9,377,23,16,84,1,376
864,1013,2017,10,308,20,15,84,1,377
84,1014,2017,1,172,57,3,144,4,207
164,1014,2017,2,84,28,3,48,12,172
160,1014,2017,3,164,20,8,48,2,84
114,1014,2017,4,160,22,7,48,3,164
110,1014,2017,5,114,16,7,24,2,160
272,1014,2017,6,110,18,6,36,2,114
177,1014,2017,7,272,27,10,124,1,110
184,1014,2017,8,177,16,11,24,1,272
356,1014,2017,9,184,26,7,96,1,177
174,1014,2017,10,356,29,12,144,1,184
565,1015,2017,1,46,11,4,24,4,211
569,1015,2017,2,565,94,6,456,12,46
134,1015,2017,3,569,63,9,432,2,565
168,1015,2017,4,134,19,7,24,2,569
164,1015,2017,5,168,28,6,48,24,134
285,1015,2017,6,164,20,8,48,4,168
228,1015,2017,7,285,25,11,101,1,164
481,1015,2017,8,228,16,14,48,2,285
250,1015,2017,9,481,30,16,96,1,228
127,1015,2017,10,250,14,17,37,1,481
1805,1016,2017,1,1368,59,23,192,6,295
420,1016,2017,2,1805,120,15,1308,1,1368
427,1016,2017,3,420,24,17,49,12,1805
360,1016,2017,4,427,35,12,180,7,420
762,1016,2017,5,360,22,16,60,1,427
